"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DC.DAC.PRTL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Portugal ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DC.DAC.NLDL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Pays-Bas ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DC.DAC.ITAL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Italie ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DC.DAC.GRCL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Grèce ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DC.DAC.ESPL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Espagne ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"DC.DAC.CHEL.CD","Flux nets de l’aide bilatérale des donateurs du CAD, Suisse ($ US courants)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité d'aide au développement de l' Organisation de coopération et de développement économiques, Distribution géographique des flux financiers vers les pays en développement, rapport sur la coopération pour le développement et base de données de statistiques sur le développement international. Ces données sont disponibles en ligne à l'adresse suivante : www.oecd.org/dac/stats/idsonline.",
"SI.DST.05TH.20","Part des revenus détenus par les 20% plus élevés","Le pourcentage du revenu ou la consommation est la part qui revient à des sous-groupes de la population indiquée par décile ou quintile. Il se peut que la somme des parts par quintile ne corresponde pas à 100 à cause de l'arrondissement.","Banque mondiale, Groupe de recherche pour le développement. Données d’après les données brutes d’enquêtes sur les ménages obtenues des organismes statistiques gouvernementaux et des départements-pays de la Banque mondiale. Les données sur les économies à revenu élevé sont tirées de la base de données de l’Étude sur le revenu du Luxembourg. Pour obtenir de plus amples renseignements et connaître la méthode, veuillez consulter le site de PovcalNet (http://iresearch.worldbank.org/PovcalNet/index.htm).",
"SH.XPD.PVTD.PP.CD","","","",
"SH.XPD.OOPC.PC.CD","","","",
"SH.XPD.GHED.GE.ZS","","","",
"SH.XPD.EHEX.PC.CD","","","",
"SH.XPD.CHEX.GD.ZS","","","",
"SH.UHC.TOT1.ZS","","","",
"SH.UHC.NOPR.ZS","","","",
"SH.UHC.FBP2.ZS","","","",
"SH.TBS.CURE.ZS","Taux de succès du traitement de la tuberculose (% des cas enregistrés)","Le taux de succès du traitement de la tuberculose est le pourcentage de nouveaux cas inscrits d'infection (à frottis positif) où il y a eu guérison ou traitement complet.","Organisation mondiale de la santé, Rapport sur la lutte contre la tuberculose dans le monde.",
"SH.STA.WAST.ZS","Prévalence de la malnutrition (% des enfants de moins de 5 ans)","Prevalence of wasting is the proportion of children under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","Source : Organisation mondiale de la santé, Base de données mondiale sur la croissance et la malnutrition des enfants.",
"SH.STA.TRAF.P5","Mortalité par accident de la route (pour 100 000 hab.)","Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","Organisation mondiale de la santé, Rapport sur la situation mondiale de la sécurité routière.",
"SH.STA.STNT.ZS","Prévalence de la malnutrition, taille selon l’âge (% des enfants de mois de 5 ans)","La prévalence de la malnutrition des enfants est le pourcentage des enfants de moins de cinq ans dont la taille, en fonction de leur âge (arrêt de la croissance), est inférieur de plus de deux fois l'écart-type à la médiane pour la population internationale de référence d'âge correspondant. La taille des enfants de moins de deux ans est mesurée à la longueur en position allongée. La taille des enfants plus vieux est mesurée en position debout. Les données sont fondées sur les normes de croissance des enfants publiées par l'OMS en 2006.","Source : Organisation mondiale de la santé, Base de données mondiale sur la croissance et la malnutrition des enfants.",
"SH.STA.SMSS.ZS","","","",
"SH.STA.POIS.P5.FE","","","",
"SH.STA.OWGH.MA.ZS","Prévalence de l’obésité, garçons (% d’enfants de moins de 5 ans)","Prévalence de l’obésité, garçons (% d’enfants de moins de 5 ans)","Organisation mondiale de la santé, Global Database on Child Growth and Malnutrition. Les données à l’échelle des pays sont des données non corrigées issues d’enquêtes nationales, et ne sont donc pas comparables entre les pays.",
"SH.STA.ODFC.ZS","Défécation à l’air libre (% de la population)","People practicing open defecation refers to the percentage of the population defecating in the open, such as in fields, forest, bushes, open bodies of water, on beaches, in other open spaces or disposed of with solid waste.","Programme conjoint OMS/UNICEF de surveillance de l'approvisionnement en eau et de l'assainissement (JMP)(http://www.wssinfo.org/).",
"SH.STA.MMRT","Ratio de décès maternel (estimation par modèle, pour 100 000 naissances vivantes)","Le ratio de mortalité liée à la maternité est le nombre des femmes qui meurent pendant la grossesse et l'accouchement par 100 000 naissances en vie. Les données sont établies selon un modèle de régression à partir de l'information sur la fécondité, les sages-femmes et la prévalence du VIH.","Tendances dans la mortalité maternelle : 1990-2015. Les évaluations se sont développées par l'OMS, l'UNICEF, l'UNFPA et la banque mondiale.",
"SH.STA.HYGN.ZS","","","",
"SH.STA.DIAB.ZS","Prévalence du diabète (% de la population âgée de 20 à 79 ans)","Diabetes prevalence refers to the percentage of people ages 20-79 who have type 1 or type 2 diabetes.","Fédération internationale du diabète, Atlas du diabète.",
"SH.STA.BASS.ZS","","","",
"SH.STA.ANVC.ZS","Femmes enceintes recevant des soins prénataux (%)","Les femmes enceintes recevant des soins prénatals sont le pourcentage des femmes ayant reçu au moins une fois pendant leur grossesse des soins fournis par des membres compétents du personnel de la santé pour des raisons ayant trait à leur grossesse.","Source : UNICEF, la situation des enfants dans le monde, Childinfo, et Enquêtes démographiques et sur la santé de Macro International.",
"SH.SGR.PROC.P5","Nombre d’interventions chirurgicales (pour 100 000 hab.)","The number of procedures undertaken in an operating theatre per 100,000 population per year in each country. A procedure is defined as the incision, excision, or manipulation of tissue that needs regional or general anaesthesia, or profound sedation to control pain.","Commission Lancet sur la chirurgie mondiale (www.lancetglobalsurgery.org).",
"SH.PRV.SMOK.FE","Prévalence des fumeurs, femmes (% des adultes)","La prévalence de fumeurs chez les femmes est le pourcentage de femmes de 15 ans et plus qui fument toute forme de tabac, notamment la cigarette, le cigare et la pipe, en excluant le tabac sans fumée. Les données comprennent les fumeurs quotidiens et non quotidiens.","Organisation mondiale de la santé, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",
"SH.MMR.RISK","Risque de décès maternel au cours d’une vie (1 par : le taux varie selon les pays)","Le risque à vie de décès maternel est la probabilité qu'une femme de 15 ans meure par suite d'un accouchement si les taux de fécondité et de mortalité (y compris la mortalité puerpérale) ne changent pas, compte tenu des différentes causes de décès possibles.   ","Tendances dans la mortalité maternelle : 1990-2015. Les évaluations se sont développées par l'OMS, l'UNICEF, l'UNFPA et la banque mondiale.",
"SH.MLR.INCD.P3","Incidence du paludisme (pour 1 000 personnes à risque)","Incidence of malaria is the number of new cases of malaria in a year per 1,000 population at risk.","Organisation mondiale de la santé, sources de données de l'Observatoire mondial de la santé/Statistiques sanitaires mondiales (http://apps.who.int/ghodata/).",
"SH.MED.CMHW.P3","Travailleurs de la santé communautaire (pour 1 000 personnes)","Les travailleurs communautaires de la santé comprennent différents types d'auxiliaires en santé communautaire, bon nombre d'entre eux portant des titres professionnels propres à leur pays tels que ceux d'agent de santé communautaire, de travailleur communautaire de la santé et de l'éducation, de travailleur de la santé familiale, de visiteuse sanitaire et de travailleur des services de santé complémentaires.","Organisation mondiale de la santé, OCDE, base de données en tant que complément, données par pays.",
"SH.IMM.HEPB","Vaccination, hépatite B (% des enfants âgés d’un an)","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).","OMS et UNICEF (http://www.who.int/immunization/monitoring_surveillance/fr/).",
"SH.HIV.INCD.YG","","","",
"SH.HIV.INCD","Nouveaux cas d’infection par le VIH chez les adultes (15 ans et plus)","Number of adults (ages 15+) newly infected with HIV.","UNAIDS estimates.",
"SH.HIV.0014","Enfants (0-14) vivant avec le VIH","Les enfants vivants avec le VIH correspondent au nombre d'enfants âgés de 0 à 14 ans infectés par le VIH.","ONUSIDA estime.",
"SH.H2O.BASW.ZS","","","",
"SH.DYN.NMRT","Taux de mortalité néonatale (pour 1 000 naissances vivantes)","Le taux de mortalité néonatale est le nombre d'enfants qui décèdent avant d'atteindre l'âge de 28 jours pour 1 000 naissances vivantes au cours d'une année donnée.","Estimations établies par le Groupe interinstitutions des Nations Unies pour l’estimation de la mortalité infantile (UNICEF, OMS, Banque mondiale et Division de la population du Département des affaires économiques et sociales des Nations Unies). (www.childmortality.org)",
"SH.DYN.MORT.MA","Taux de mortalité infantile, moins de 5 ans, garçons (pour 1 000)","Le taux de mortalité des enfants de moins de cinq ans est la probabilité qu'un nouveau-né sur 1000 meurent avant d'atteindre l'âge de cinq ans s'il est assujetti aux taux de mortalité par âge pour l'année déterminée.","Estimations établies par le Groupe interinstitutions des Nations Unies pour l’estimation de la mortalité infantile (UNICEF, OMS, Banque mondiale et Division de la population du Département des affaires économiques et sociales des Nations Unies). (www.childmortality.org)",
"SH.DYN.AIDS.FE.ZS","Femmes adultes ayant le VIH (% de la population âgée de plus de 15 ans ayant le VIH)","La prévalence du VIH est le pourcentage des personnes infectées par le VIH. Le taux d'infection des femmes est un pourcentage de la population totale infectée par le VIH.","ONUSIDA estime.",
"SH.DYN.0509","","","",
"SH.DTH.INJR.ZS","Cause de décès, par accidents et traumatismes (% du total)","Cause of death refers to the share of all deaths for all ages by underlying causes. Injuries include unintentional and intentional injuries.","Calculs sur la base des données des Statistiques sanitaires mondiales de l’OMS.",
"SH.DTH.1519","","","",
"SH.CON.1524.FE.ZS","Utilisation du préservatif, population de 15 à 24 ans, femmes (% des femmes de 15 à 24 ans)","L'utilisation d'un préservatif correspond au pourcentage de la population de 15 à 24 ans qui a utilisé un préservatif lors de ses derniers rapports au cours des 12 derniers mois.","Enquêtes démographiques et de santé par Macro International.",
"SH.ALC.PCAP.MA.LI","","","",
"SG.VAW.REAS.ZS","Part des femmes qui estiment qu’un homme a le droit de frapper son épouse (pour l’un ou l’autre des cinq motifs cités) (%)","Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.","Enquêtes démographiques et sanitaires, Enquêtes en grappes à indicateurs multiples (MICS) et autres enquêtes : STATcompiler (http://www.statcompiler.com/) au 22 novembre 2016 ; bases de données mondiales de l’UNICEF (http://www.data.unicef.org/) au mois de novembre 2015. MICS Compiler (http://www.micscompiler.org/) au 12 juin 2016.",
"SG.VAW.ARGU.ZS","Part des femmes qui estiment qu’un homme a le droit de frapper son épouse si celle-ci se dispute avec lui (%)","Percentage of women ages 15-49 who believe a husband/partner is justified in hitting or beating his wife/partner when she argues with him.","Enquêtes démographiques et sanitaires, Enquêtes en grappes à indicateurs multiples (MICS) et autres enquêtes : STATcompiler (http://www.statcompiler.com/) au 22 novembre 2016 ; bases de données mondiales de l’UNICEF (http://www.data.unicef.org/) au mois de novembre 2015. MICS Compiler (http://www.micscompiler.org/) au 12 juin 2016.",
"SG.LAW.INDX","","","",
"SE.XPD.TOTL.GD.ZS","Dépenses publiques en éducation (% du PIB)","Les dépenses publiques d'éducation sont les dépenses publiques courantes et en immobilisations au titre de l'éducation et comprennent les dépenses publiques relatives aux établissements d'enseignement (publics et privés) et à l'administration de l'éducation ainsi que les subventions à des entités privées (étudiants/ménages et autres entités privées).","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.XPD.SECO.ZS","Part des dépenses publiques consacrées à l’enseignement secondaire (% de dépense de l’enseignement public)","Expenditure on education by level of education, expressed as a percentage of total general government expenditure on education. Divide government expenditure on a given level of education (ex. primary, secondary) by total government expenditure on education (all levels combined), and multiply by 100. A high percentage of government expenditure on education spent on a given level denotes a high priority given to that level compared to others. When interpreting this indicator, one should take into account enrolment at that level, and the relative costs per student between different levels of education. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Institut des statistiques de l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO).",
"SE.XPD.CTOT.ZS","Dépenses courantes consacrées à l’éducation, total (% du total des dépenses dans l’enseignement public)","Current expenditure is expressed as a percentage of direct expenditure in public educational institutions (instructional and non-instructional) of the specified level of education. Financial aid to students and other transfers are excluded from direct expenditure. Current expenditure is consumed within the current year and would have to be renewed if needed in the following year. It includes staff compensation and current expenditure other than for staff compensation (ex. on teaching materials, ancillary services and administration).","Institut des statistiques de l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO).",
"SE.TER.TCHR.FE.ZS","Enseignement tertiaire, nombre d’enseignants (% de femmes)","L’enseignement tertiaire, enseignants (% femmes) est la proportion de femmes enseignantes dans l’enseignement tertiaire.","Institut des statistiques de l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO).",
"SE.TER.ENRL.TC.ZS","Ratio élèves/enseignant, supérieur","Tertiary school pupil-teacher ratio is the average number of pupils per teacher in tertiary school.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.TER.CUAT.MS.ZS","Niveau d éducation, master ou diplôme équivalent au minimum, population de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed Master's or equivalent.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.TER.CUAT.DO.MA.ZS","Niveau d éducation, doctorat ou diplôme équivalent, hommes de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed Doctoral or equivalent.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.TER.CUAT.BA.FE.ZS","Niveau d éducation, licence ou diplôme équivalent au minimum, femmes de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed Bachelor's or equivalent.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.TCHR.FE.ZS","Éducation secondaire, enseignants (% de femmes)","Les enseignantes en tant que pourcentage du total du personnel enseignant du secondaire comprennent les enseignantes à plein temps et à temps partiel.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.TCAQ.UP.ZS","Enseignants qualifiés dans le 2e cycle du secondaire (% de la population enseignante totale)","Trained teachers in upper secondary education are the percentage of upper secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.TCAQ.LO.ZS","Enseignants qualifiés dans le 1er cycle du secondaire (% de la population enseignante totale)","Trained teachers in lower secondary education are the percentage of lower secondary school teachers who have received the minimum organized teacher training (pre-service or in-service) required for teaching in a given country.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.PROG.ZS","Accession à l’enseignement secondaire (%)","Number of students admitted to the first grade of a higher level of education in a given year, expressed as a percentage of the number of students enrolled in the final grade of the lower level of education in the previous year. Divide the number of new entrants in the first grade of the specified higher cycle or level of education by the number of pupils who were enrolled in the final grade of the preceding cycle or level of education in the previous school year, and multiply by 100. High transition rates indicate a high level of access or transition from one level of education to the next. They also reflect the intake capacity of the next level of education. Inversely, low transition rates can signal problems in the bridging between two cycles or levels of education, due to either deficiencies in the examination system, or inadequate admission capacity in the higher cycle or level of education, or both. This indicator can be distorted by incorrect distinction between new entrants and repeaters, especially in the first grade of the specified higher level of education. Students who interrupted their studies for one or more years after having completed the lower level of education, together with the migrant students, could also affect the quality of this indicator.","Institut des statistiques de l’Organisation des Nations Unies pour l’éducation, la science et la culture (UNESCO).",
"SE.SEC.NENR.MA","Inscriptions à l’école, secondaire, garçons (% net)","Le taux d'inscription net est le ratio d'enfants en âge d'aller à l'école selon la Classification internationale type de l'éducation de 1997 qui sont inscrits à l'école par rapport à la population d'âge correspondante. L'enseignement secondaire complète la prestation de l'éducation de base entreprise au niveau primaire et est destiné à poser les bases de l'éducation permanente et du développement humain en offrant une instruction axée davantage sur certains sujets ou certaines compétences et dispensée par des enseignants plus spécialisés.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.ENRR.FE","Inscriptions à l’école, secondaire, filles (% brut)","Le taux brut de scolarisation est le rapport entre le nombre total des inscriptions, quel que soit l'âge, et la population de la tranche d'âge qui correspond officiellement au niveau d'enseignement concerné. L'enseignement secondaire complète la prestation de l'éducation de base entreprise au niveau primaire et est destiné à poser les bases de l'éducation permanente et du développement humain en offrant une instruction axée davantage sur certains sujets ou certaines compétences et dispensée par des enseignants plus spécialisés.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.ENRL.UP.TC.ZS","Ratio élèves/enseignant, deuxième cycle du secondaire","Upper secondary school pupil-teacher ratio is the average number of pupils per teacher in upper secondary school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.SEC.ENRL.GC","Éducation secondaire, élèves en secteur général","Total de scolarisation dans le secondaire. Public et privé. Programmes généraux. Total correspond au nombre total d'élèves inscrits dans des programmes généraux dans des établissements publics et privés d'enseignement du secondaire.","Institut de statistique de l'UNESCO",
"SE.SEC.CUAT.UP.ZS","Niveau d éducation, achèvement du deuxième cycle des études secondaires au minimum, population de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed upper secondary education.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.CUAT.PO.MA.ZS","Niveau d éducation, achèvement d’un enseignement post-secondaire au minimum, hommes de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed post-secondary non-tertiary education.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.SEC.CUAT.LO.FE.ZS","Niveau d éducation, achèvement du premier cycle des études secondaires au minimum, femmes de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed lower secondary education.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.SEC.AGES","Âge de début de l’école secondaire (années)","L’âge d'entrée au secondaire inférieur à 2A correspond à l’âge auquel les enfants entreraient au niveau secondaire inférieur en considérant qu'ils aient commencé leurs études à l’âge officiel prévu du niveau d'enseignement le plus bas et qu’ils aient fait toutes leurs études à plein temps sans redoubler ni sauter une classe.","Institut de statistique de l'UNESCO",
"SE.PRM.UNER.FE.ZS","Enfants non scolarisés, filles (% des filles d’âge primaire)","Children out of school are the percentage of primary-school-age children who are not enrolled in primary or secondary school. Children in the official primary age group that are in preprimary education should be considered out of school.","United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics.",
"SE.PRM.TENR.FE","Total des inscriptions à l’école, primaire, filles (% net)","Le nombre total des inscriptions est le nombre des enfants d'âge scolaire inscrits au primaire ou au secondaire exprimé en tant que pourcentage du total de la population de ce groupe d'âge.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.PRM.TCAQ.ZS","Enseignants formés dans l’éducation primaire (% du total des enseignants)","Pourcentage de professeurs formés. Primaire. Totale correspond au nombre de professeurs qui ont reçu une formation minimum organisée d'enseignant (formation préalable ou en service) nécessaire à l'enseignement au niveau du primaire dans un pays donné et exprimé en pourcentage du nombre total de professeurs dans le primaire.","Institut de statistique de l'UNESCO",
"SE.PRM.REPT.MA.ZS","Redoublants, primaire, garçons (% des inscriptions de garçons)","Pourcentage de redoublants dans le primaire. Tous les niveaux. Garçons correspond au nombre des élèves inscrits à la même année que l’année précédente en tant que pourcentage du total des élèves inscrits à l’école primaire. Il est calculé en divisant la somme des redoublements chez les garçons à tous les niveaux de l'enseignement primaire par la scolarisation totale des hommes de l'enseignement primaire et en multipliant le résultat par 100.","Institut de statistique de l'UNESCO",
"SE.PRM.PRSL.FE.ZS","Poursuite des études jusqu’à la fin du cycle primaire, filles (% de cohorte)","Taux de poursuite des études jusqu'au niveau le plus élevé du primaire. Filles correspond au nombre de filles inscrites au premier niveau de l'école primaire qui atteindront vraisemblablement le niveau le plus élevé du primaire. L'estimation est calculée en se fondant sur la méthode des cohortes reconstruites qui utilise les données sur la scolarisation et le redoublement sur deux années consécutives.","Institut de statistique de l'UNESCO",
